%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1620395053881129887,8135,1620395053850512289,,0.307974471638,-0.0358257448045,0.0980114022571,0.980236378284,0.00616946879773,-0.197452075683,-0.0103172022591
1620395053925044319,8136,1620395053884686620,,0.307975001945,-0.0358235498421,0.0980100830809,0.980236306494,0.00617223550099,-0.1974524245,-0.010315692419
1620395053925094052,8137,1620395053918444095,,0.307976276866,-0.0358247582273,0.098012043255,0.980236655497,0.00617167434738,-0.197450844738,-0.0103131023597
1620395053969094679,8138,1620395053952553052,,0.307975549442,-0.0358241678978,0.0980112362016,0.980236141377,0.00616957658402,-0.197453306432,-0.010316091991
1620395053987150093,8139,1620395053986469104,,0.307976170956,-0.0358245625539,0.0980114378381,0.980236246432,0.00617059850282,-0.197452829491,-0.0103146271033
1620395054033072028,8140,1620395054020455138,,0.307975754092,-0.0358241810384,0.0980113862914,0.980236542861,0.00617264162631,-0.197451269677,-0.0103150933121
1620395054077068583,8141,1620395054054540802,,0.307976092671,-0.0358255964457,0.0980114997898,0.980236592094,0.00617164620665,-0.197451164668,-0.0103130202237
1620395054121022749,8142,1620395054088504597,,0.307976069418,-0.0358258161831,0.0980119947368,0.980236606133,0.00617144976768,-0.19745105459,-0.0103139108237
1620395054165052210,8143,1620395054122484965,,0.307975523154,-0.0358252729074,0.0980115354867,0.9802365056,0.00617010055348,-0.197451586478,-0.0103140902238
1620395054165121123,8144,1620395054156475739,,0.307974168281,-0.0358241701272,0.0980101553606,0.980235947676,0.0061667951455,-0.1974543563,-0.0103160656964
1620395054209063506,8145,1620395054190470770,,0.307973971402,-0.0358254085152,0.0980104212656,0.980235867744,0.00616987240785,-0.197454751732,-0.010314251913
1620395054225491743,8146,1620395054224507875,,0.30797441872,-0.0358253598072,0.0980113645853,0.980236378074,0.00616460638693,-0.197452310691,-0.0103156309997
1620395054269043652,8147,1620395054258440665,,0.307975936353,-0.0358252655773,0.098010439839,0.98023621632,0.00616667060149,-0.197453125952,-0.0103141626909
1620395054313087238,8148,1620395054292439099,,0.307975325348,-0.0358263574203,0.098011501919,0.980236451394,0.00616771788369,-0.197452068863,-0.0103114319237
1620395054357080342,8149,1620395054326452712,,0.307976109116,-0.0358253459401,0.0980120653991,0.980236669024,0.00616755267859,-0.197450853264,-0.0103141190012
1620395054405099295,8150,1620395054360445688,,0.307975629287,-0.0358241804565,0.0980107160169,0.98023627097,0.00617094043272,-0.197452668363,-0.0103151750847
1620395054405167764,8151,1620395054394423435,,0.307975260662,-0.0358252002721,0.0980110373022,0.9802361411,0.00616815651717,-0.197453536832,-0.0103125569723
1620395054449059260,8152,1620395054428460514,,0.307977431731,-0.035824506736,0.098011912331,0.98023672123,0.0061685506077,-0.19745065214,-0.0103124107882
1620395054462850416,8153,1620395054462453444,,0.307975493057,-0.0358261405465,0.0980115672121,0.980236520522,0.00616894032538,-0.19745158628,-0.0103133698015
1620395054505074047,8154,1620395054496483515,,0.307975010287,-0.0358242878923,0.0980114607544,0.980236049833,0.00616596460896,-0.197453966227,-0.0103143211692
1620395054549098896,8155,1620395054530472010,,0.307975773959,-0.0358250687884,0.0980119788455,0.980236584646,0.00616530404833,-0.197451387845,-0.0103132486389
1620395054593020337,8156,1620395054564454785,,0.307974379406,-0.0358236310011,0.098011278476,0.980236267125,0.00616403334648,-0.197452863083,-0.0103159429206
1620395054637121634,8157,1620395054598537392,,0.307977386184,-0.035823264781,0.0980110817855,0.980236378521,0.00616955829733,-0.19745217232,-0.0103152766032
1620395054637198626,8158,1620395054632419732,,0.307976221037,-0.0358244136499,0.098011260608,0.980236414214,0.00616842998776,-0.197452042877,-0.0103150373856
1620395054681079883,8159,1620395054666436126,,0.30797572102,-0.0358257831988,0.098011445254,0.980236397088,0.00616527211614,-0.197452288809,-0.010313844995
1620395054701435416,8160,1620395054700431449,,0.307977698776,-0.0358228952385,0.0980111376451,0.980236375393,0.00616777976285,-0.197452333426,-0.010313553492
1620395054745015844,8161,1620395054734443282,,0.307975436205,-0.0358242816046,0.098010840524,0.980236070941,0.00616770165064,-0.197453827502,-0.0103139322782
1620395054789067741,8162,1620395054768440500,,0.307977739117,-0.0358224751767,0.0980112090325,0.980236395224,0.00616882976019,-0.197452130639,-0.0103149229131
1620395054833069960,8163,1620395054802455475,,0.307976198028,-0.0358231993264,0.0980111953138,0.980236299413,0.00616453300541,-0.197452737481,-0.0103149803541
1620395054877119896,8164,1620395054836449108,,0.30797549659,-0.0358233923087,0.0980116406446,0.980235953165,0.00616731835082,-0.197454505637,-0.0103123722647
1620395054877145607,8165,1620395054870471494,,0.307976559881,-0.0358236103087,0.0980119692423,0.980236188183,0.00616512590995,-0.19745337575,-0.0103129780115
1620395054921153386,8166,1620395054904427119,,0.30797505938,-0.0358233065726,0.0980114248669,0.980235819919,0.00616263215803,-0.197455202326,-0.0103144995046
1620395054939318933,8167,1620395054938414884,,0.30797591889,-0.0358240344447,0.0980107447666,0.980236173226,0.00616675615845,-0.197453359425,-0.0103137374601
1620395054981090688,8168,1620395054972447701,,0.307977679211,-0.0358231228121,0.0980116278481,0.980236377485,0.00616736767258,-0.197452287396,-0.0103144822325
1620395055025055481,8169,1620395055006498666,,0.307974990483,-0.0358245204004,0.0980110425586,0.980235707026,0.00616315181748,-0.197455888349,-0.0103117845107
1620395055069015924,8170,1620395055040452078,,0.307976401636,-0.0358233189412,0.0980105313499,0.980236040201,0.00616329575947,-0.197454106226,-0.0103141515926
1620395055113068446,8171,1620395055074425571,,0.307976304146,-0.035823236948,0.0980114411222,0.980235809031,0.00616369606124,-0.197455330636,-0.0103124419769
1620395055113098395,8172,1620395055108445077,,0.307976565737,-0.0358234399527,0.0980119079791,0.980235871618,0.00616707453002,-0.197454841771,-0.010313833318
1620395055157149233,8173,1620395055142441452,,0.307975718994,-0.0358238580145,0.0980105941586,0.980235907844,0.00616376942206,-0.197454746406,-0.0103141918686
1620395055177248479,8174,1620395055176435622,,0.30797667121,-0.0358244853844,0.0980112611527,0.980236124732,0.00616373738592,-0.197453715696,-0.010313330266
1620395055221078273,8175,1620395055210513301,,0.307975727194,-0.0358249914353,0.0980116248762,0.980235831233,0.00616167274322,-0.197455364561,-0.010310891018
