%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.name3,field.name4,field.name5,field.name6,field.name7,field.name8,field.position0,field.position1,field.position2,field.position3,field.position4,field.position5,field.position6,field.position7,field.position8,field.velocity0,field.velocity1,field.velocity2,field.velocity3,field.velocity4,field.velocity5,field.velocity6,field.velocity7,field.velocity8,field.effort0,field.effort1,field.effort2,field.effort3,field.effort4,field.effort5,field.effort6,field.effort7,field.effort8
1620391531608245281,1952,1620391531607691049,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,panda_finger_joint1,panda_finger_joint2,-1.88576045579,-1.1444937016,1.77649917015,-2.13723212567,0.939233966324,1.75504232433,0.046719768169,0.0,0.0,-0.000105439985301,0.00033175509691,-0.000440547025708,0.000309047891948,0.000205198794767,-7.59897126107e-05,0.00101133908421,0.0,0.0,-0.463336795568,26.7805519104,-25.9895401001,7.93054437637,0.408697336912,2.02337026596,0.172007828951,0.0,0.0
1620391531641557606,1953,1620391531641057968,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,panda_finger_joint1,panda_finger_joint2,-1.88576284149,-1.14449538087,1.77650282445,-2.13723212566,0.939234995916,1.75504385021,0.0467141181911,0.0,0.0,-7.90683871609e-05,0.000550586286313,0.000871598380434,5.49866932952e-05,0.000145779654692,-4.25546494104e-05,-0.000784980024288,0.0,0.0,-0.439533084631,26.8043556213,-26.0411148071,7.93054437637,0.408697336912,2.0096373558,0.232432633638,0.0,0.0
1620391531675029231,1954,1620391531674530982,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,panda_finger_joint1,panda_finger_joint2,-1.88575683652,-1.14449849929,1.77649919664,-2.13722745767,0.939235039367,1.75504385021,0.0467217234743,0.0,0.0,0.00148378023586,0.000623075614052,-0.000211551342132,0.000179405198155,0.000220716085664,3.51950221337e-05,0.00219734912639,0.0,0.0,-0.514911472797,26.8043556213,-25.9895401001,7.90674066544,0.408697336912,2.0096373558,0.164683610201,0.0,0.0
1620391531708405672,1955,1620391531707834005,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,panda_finger_joint1,panda_finger_joint2,-1.88576212623,-1.14449620499,1.77650086707,-2.13723073331,0.939235039529,1.75504527431,0.0467214057727,0.0,0.0,-0.0010516611578,0.000962055573237,5.37589808613e-05,-0.000396761519943,0.000161526261082,0.000645490198355,0.00187580469806,0.0,0.0,-0.439533084631,26.7805519104,-26.013343811,7.95434808731,0.408697336912,1.99681997299,0.158274918795,0.0,0.0
1620391531741636557,1956,1620391531741127014,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,panda_finger_joint1,panda_finger_joint2,-1.88576045579,-1.14450053953,1.77650150106,-2.13722711737,0.939235039529,1.75504385004,0.0467221157252,0.0,0.0,0.000626435741226,-0.000130771507831,0.00031015342432,8.55797686487e-05,0.000173625899696,0.000415133931088,0.00112858794599,0.0,0.0,-0.463336795568,26.8321266174,-25.9895401001,7.90674066544,0.408697336912,2.0096373558,0.158274918795,0.0,0.0
1620391531774921564,1957,1620391531774468898,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,panda_finger_joint1,panda_finger_joint2,-1.88576212623,-1.14450220997,1.77649919667,-2.13722280922,0.939234327452,1.75504161225,0.0467216007434,0.0,0.0,0.000381342975955,-0.000490686184212,2.94568659471e-05,0.00149470321261,-2.99450941116e-05,-0.000511894179019,0.000604195302084,0.0,0.0,-0.439533084631,26.8559303284,-25.9895401001,7.8551659584,0.415106028318,2.02977895737,0.164683610201,0.0,0.0
1620391531808171716,1958,1620391531807667016,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,panda_finger_joint1,panda_finger_joint2,-1.88576286799,-1.14450105773,1.77650086711,-2.13722876197,0.939233716616,1.75504232288,0.0467164362656,0.0,0.0,0.000598226227017,0.000729266395835,0.000477716148697,0.0004149546801,-0.000352313474163,-0.000585441308935,-0.000786240287907,0.0,0.0,-0.439533084631,26.8043556213,-26.013343811,7.93054437637,0.420599192381,2.02337026596,0.19855812192,0.0,0.0
1620391531842078355,1959,1620391531841365098,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,panda_finger_joint1,panda_finger_joint2,-1.88576213641,-1.1445018093,1.77649557736,-2.13722432531,0.939234590242,1.75504197112,0.0467138435428,0.0,0.0,-0.000300867306121,0.000410606896634,-0.00159729904715,0.000459300234814,0.000392070621401,-0.000512599432712,-0.000985023859994,0.0,0.0,-0.439533084631,26.8043556213,-25.9379653931,7.90674066544,0.40320417285,2.02337026596,0.226023942232,0.0,0.0
1620391531874928577,1960,1620391531874488115,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,panda_finger_joint1,panda_finger_joint2,-1.88576081196,-1.14450880948,1.77649922225,-2.13722933315,0.939233005021,1.75504385016,0.0467184972485,0.0,0.0,0.000815225285954,-0.00191926090804,4.99703011059e-05,-0.00156590199627,-0.000539607748592,-1.21858551903e-05,-0.000170757487433,0.0,0.0,-0.463336795568,26.9075050354,-25.9895401001,7.9821190834,0.427007883787,2.0096373558,0.212291032076,0.0,0.0
1620391531908494343,1961,1620391531907856941,,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,panda_finger_joint1,panda_finger_joint2,-1.88576343603,-1.14450400543,1.7765005878,-2.13722667004,0.939231148053,1.75503985744,0.0467191698641,0.0,0.0,0.000402127344932,0.000147323962408,-0.00108701701328,-0.000389252289409,-4.78827081006e-05,-7.31003981425e-05,0.000957977942634,0.0,0.0,-0.463336795568,26.8321266174,-25.9657363892,7.95434808731,0.415106028318,2.01696157455,0.184825211763,0.0,0.0
