%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1620396702649175423,1964,1620396702620173139,,0.305350558842,-0.0267494534803,0.134450774168,0.976268539809,-0.0145215187506,-0.215061802538,0.0207959226189
1620396702692933732,1965,1620396702653604843,,0.305350555858,-0.0267491546655,0.134450334923,0.976268483925,-0.0145212213326,-0.215061821241,0.0207985602277
1620396702692953818,1966,1620396702687159390,,0.305349270912,-0.0267500957715,0.134449323704,0.976268116609,-0.0145241143749,-0.215063395342,0.0207975050119
1620396702737041405,1967,1620396702721201025,,0.305350821892,-0.0267512604297,0.134451458943,0.976268578332,-0.0145251928983,-0.215061159538,0.0207981976967
1620396702755742096,1968,1620396702755191533,,0.305350493987,-0.0267486036636,0.134450116467,0.976268488825,-0.0145211377387,-0.215062149539,0.0207949936072
1620396702796933655,1969,1620396702789153056,,0.305351056081,-0.0267508489427,0.134451239762,0.976268762012,-0.0145238288065,-0.215060591549,0.0207964014972
1620396702840968412,1970,1620396702823145347,,0.305349538982,-0.0267508670475,0.134450715581,0.976268505183,-0.0145223136373,-0.215061629416,0.0207987832527
1620396702885040045,1971,1620396702857142945,,0.305352580729,-0.0267489961114,0.134450906795,0.976268955712,-0.0145225046145,-0.215059721141,0.0207972342272
1620396702929024855,1972,1620396702891145744,,0.305350324082,-0.0267509971617,0.134450990538,0.976268662778,-0.014526501854,-0.21506072825,0.0207977792683
1620396702929082912,1973,1620396702925128227,,0.305350873159,-0.0267496921214,0.134450389787,0.976268620744,-0.0145225466985,-0.2150612355,0.0207972692928
1620396702973104937,1974,1620396702959204429,,0.305349771316,-0.0267490905611,0.134449685992,0.976268298978,-0.0145190244838,-0.215062769768,0.0207989671981
1620396702993992562,1975,1620396702993172948,,0.305349537454,-0.0267494985872,0.134449580738,0.976268281872,-0.0145227286962,-0.21506288169,0.0207960265086
1620396703037044346,1976,1620396703027210945,,0.305349302478,-0.0267518492201,0.134450159915,0.976268366638,-0.0145259959062,-0.21506194917,0.0207994086431
1620396703081062276,1977,1620396703061165734,,0.305350393642,-0.0267510405264,0.134451028273,0.976268705755,-0.014524863221,-0.21506067671,0.0207974393063
1620396703129076946,1978,1620396703095140762,,0.30534993474,-0.0267514271235,0.134450274096,0.976268450402,-0.0145249421635,-0.215061682419,0.0207989710616
1620396703177082929,1979,1620396703129143024,,0.30535161347,-0.0267514642808,0.134451343048,0.976268687975,-0.0145266750726,-0.21506045292,0.0207993225214
1620396703177137088,1980,1620396703163173626,,0.305351444233,-0.0267495219585,0.134450705995,0.976268577454,-0.0145230283465,-0.215061241575,0.0207989022148
1620396703225179028,1981,1620396703197183260,,0.305349562647,-0.0267508931413,0.134450518582,0.976268667956,-0.014523942311,-0.215061184221,0.0207946085497
1620396703232181663,1982,1620396703231183584,,0.305350272479,-0.0267508835136,0.134450721652,0.976268296347,-0.0145223352626,-0.215062591426,0.0207986233493
1620396703273317868,1983,1620396703265141932,,0.305351238595,-0.0267526194064,0.134451606413,0.976268790873,-0.0145267033307,-0.215059928319,0.0207998972517
1620396703317073372,1984,1620396703299130246,,0.305461855451,-0.0267384908361,0.134430647982,0.976325185694,-0.0144228963042,-0.214814475722,0.0207614670443
1620396703361066726,1985,1620396703333179248,,0.308404082283,-0.0263323015116,0.133738897209,0.977744384458,-0.0131103253361,-0.208429849272,0.0199053209119
1620396703405055432,1986,1620396703367175015,,0.311308311843,-0.0256009374157,0.132469764164,0.979068272874,-0.01185738893,-0.202289464066,0.0189440783085
1620396703405101133,1987,1620396703401151468,,0.313775760085,-0.0249163004739,0.130613074614,0.980126436471,-0.0106655530179,-0.197212816568,0.0184582128882
1620396703449116320,1988,1620396703435131146,,0.315802478119,-0.0243273761088,0.128462465099,0.980972579594,-0.00970823295885,-0.193049776199,0.0180421295408
1620396703469525534,1989,1620396703469117965,,0.317712636589,-0.0238960147396,0.126090293999,0.981774027203,-0.00907844304225,-0.189012687965,0.0175137505927
1620396703513136694,1990,1620396703503103492,,0.319306724874,-0.0235863398748,0.123489857717,0.982441126522,-0.00840648267638,-0.185574327635,0.0172081155089
1620396703557061234,1991,1620396703537185184,,0.320588460847,-0.0234837872525,0.120872131834,0.982983483841,-0.00777200172902,-0.182734129472,0.0169260394524
1620396703601076809,1992,1620396703571135247,,0.321668433967,-0.0235727714429,0.118401779964,0.983416429109,-0.00723716634074,-0.180436165316,0.0166651453697
1620396703649101485,1993,1620396703605152248,,0.322679975346,-0.0238151557846,0.116095258566,0.983816961226,-0.00670972769849,-0.178313198451,0.0160858973931
1620396703649161437,1994,1620396703639172946,,0.32366727816,-0.0241909987419,0.113987731745,0.984171068479,-0.00629897235451,-0.176386787392,0.0158277810729
1620396703697150520,1995,1620396703673139070,,0.324512689153,-0.0247087204341,0.11206931273,0.984463738603,-0.00579998782442,-0.174799335188,0.0154235686532
1620396703707878966,1996,1620396703707297295,,0.325267050021,-0.0253526355171,0.110476432249,0.984702456369,-0.00536512514281,-0.173503755275,0.0149640007128
1620396703749020184,1997,1620396703741103147,,0.326033716596,-0.0260730142735,0.109146228808,0.984885744036,-0.00482350949016,-0.172505787105,0.0146200189011
1620396703793047594,1998,1620396703775280347,,0.326825764544,-0.0267521608476,0.10815061823,0.9850112291,-0.00468545470176,-0.171826888383,0.0141997212423
1620396703837003272,1999,1620396703809139434,,0.327678980354,-0.027382378503,0.107382303872,0.985129857149,-0.00453983301051,-0.171197980484,0.0136011965803
1620396703881186313,2000,1620396703843267609,,0.328502157458,-0.0279440502027,0.106808570172,0.985230641576,-0.00447214293712,-0.170679042425,0.0128231789316
1620396703881263580,2001,1620396703877111892,,0.329253990852,-0.0284356964661,0.106378731289,0.985311046809,-0.00429282250397,-0.170285490892,0.0119059192963
1620396703929047325,2002,1620396703911206428,,0.330018751017,-0.028798007461,0.106070467197,0.985378194975,-0.00422053471336,-0.169951843229,0.0111156444638
1620396703945795045,2003,1620396703945116433,,0.330791368191,-0.0291063603236,0.105839308015,0.985466542393,-0.00415793022753,-0.169490070454,0.0103299599897
1620396703989112730,2004,1620396703979137759,,0.331496314528,-0.0294408501558,0.105682844663,0.985536822992,-0.00403525061453,-0.169122127081,0.00968400907345
1620396704033057491,2005,1620396704013099719,,0.332104300641,-0.0296913816187,0.105550387829,0.98557757467,-0.00392521697046,-0.168911614631,0.00924608278791
1620396704077063323,2006,1620396704047100309,,0.332555607057,-0.0299157083769,0.105404521532,0.985601676754,-0.0038872286792,-0.168791426673,0.00888060477302
1620396704121028143,2007,1620396704081143650,,0.332879937547,-0.0301211808256,0.105225785988,0.985607527261,-0.00389706484036,-0.168772339141,0.00858482730387
1620396704121049603,2008,1620396704115109615,,0.333107994784,-0.0302294865086,0.105027616416,0.985608022132,-0.00381804110304,-0.168786576762,0.00827812816368
1620396704165043226,2009,1620396704149186822,,0.333262897195,-0.0302826289519,0.104865285613,0.985612839445,-0.0036873101642,-0.168774420666,0.00800724846012
1620396704183925762,2010,1620396704183260464,,0.333344432518,-0.0303033059908,0.104732678213,0.985614796401,-0.00360938663237,-0.168774160519,0.00780479483435
1620396704225087928,2011,1620396704217134432,,0.33336721078,-0.0302786647839,0.104610019108,0.985618487144,-0.00349848902958,-0.168764544451,0.00759431058509
1620396704269085894,2012,1620396704251129413,,0.333365380421,-0.0302485275187,0.104503170352,0.985616425814,-0.00332073821389,-0.168787325539,0.00743365648608
1620396704313082353,2013,1620396704285139045,,0.33334635054,-0.0301992647052,0.1044107311,0.985611236623,-0.00316134557572,-0.168825651317,0.00731998950017
1620396704357068892,2014,1620396704319115367,,0.333367921013,-0.0301346111555,0.104343633358,0.985615503571,-0.0030995064619,-0.168805955489,0.00722552601372
1620396704357289449,2015,1620396704354692434,,0.333378215667,-0.0300771478225,0.104287294877,0.985618469192,-0.00309124571669,-0.168792352032,0.00714184411553
1620396704401132911,2016,1620396704388143888,,0.333391727769,-0.0300330879416,0.104250806549,0.985620766648,-0.0030524804927,-0.168781515738,0.00709741619794
1620396704422872763,2017,1620396704422124190,,0.333399637966,-0.029985783449,0.104217010506,0.98562012001,-0.00291911007714,-0.168789671486,0.00704920470341
1620396704469252841,2018,1620396704456133868,,0.333402961427,-0.0299583754184,0.104195316418,0.985619718251,-0.00284114165416,-0.168794451468,0.00702272916038
1620396704513112224,2019,1620396704490115504,,0.333420557383,-0.0299362281195,0.104185256072,0.985622902552,-0.00276415053443,-0.16877819743,0.00699715472441
1620396704557041814,2020,1620396704524116823,,0.333467142133,-0.0298989940935,0.104188540196,0.985629245124,-0.00268949975908,-0.168743409007,0.00697182402779
1620396704601190822,2021,1620396704558141141,,0.333518777415,-0.0298783444292,0.104200505382,0.985636512338,-0.00265051267045,-0.168701827343,0.00696566203425
1620396704601212064,2022,1620396704593088554,,0.333596006543,-0.0298385344737,0.10421567427,0.985646181642,-0.00258432561879,-0.168646672398,0.00695790444696
1620396704649229480,2023,1620396704627187315,,0.333735879931,-0.0297761476268,0.104252400502,0.985664681126,-0.00248930431733,-0.168540234603,0.00695095219978
1620396704661974727,2024,1620396704661118671,,0.333966704858,-0.029670181577,0.104310805709,0.985696938093,-0.00235025183074,-0.168354494525,0.00692628318055
1620396704705090753,2025,1620396704694658721,,0.334277705078,-0.0295147350893,0.104385406254,0.98574192894,-0.00217308762671,-0.168095321246,0.00687581809176
1620396704749051395,2026,1620396704728119644,,0.334710026845,-0.0292912487329,0.104484190125,0.985805922121,-0.00194454549455,-0.167725790744,0.00679326557339
1620396704793060547,2027,1620396704762196842,,0.335281080234,-0.028991885352,0.104614380441,0.985882749424,-0.00157922721442,-0.167280308263,0.00672276626936
1620396704837089911,2028,1620396704796105983,,0.335998897265,-0.028596300961,0.104770457288,0.985968698123,-0.00104165675689,-0.16677897178,0.00667851345883
1620396704837243661,2029,1620396704830156244,,0.336935970024,-0.0280407836981,0.104936985503,0.986081038465,-0.000357282365285,-0.166119994201,0.00658727242996
1620396704881316034,2030,1620396704864135211,,0.338198332518,-0.0272372736005,0.105121168055,0.986231711892,0.000574737524387,-0.165228947834,0.00642352194387
1620396704898860679,2031,1620396704898097786,,0.339746152319,-0.0262227478656,0.105290604204,0.98644096577,0.00131646813674,-0.163985524408,0.00603510077102
1620396704945048569,2032,1620396704932103767,,0.341547574822,-0.025096424262,0.105505058026,0.986656256429,0.0019261791467,-0.162685017511,0.00587309492755
1620396704989085200,2033,1620396704966187618,,0.343539725478,-0.0239736030573,0.105744080546,0.98685232193,0.00247132709537,-0.161477850062,0.00603969002389
1620396705037142037,2034,1620396705000113589,,0.3455865382,-0.0228717327495,0.105940590448,0.987034099464,0.0024952746608,-0.160351750946,0.0063216089939
1620396705037175662,2035,1620396705034085311,,0.347863140228,-0.021710826359,0.106084001491,0.987241946117,0.00249356991118,-0.159059106519,0.00651991119951
1620396705081089065,2036,1620396705068102372,,0.350305398483,-0.0205655060034,0.106123174678,0.987460003524,0.00214929267749,-0.157698023596,0.00668146795122
1620396705102545196,2037,1620396705102073667,,0.353103479052,-0.0195020419487,0.10610309939,0.987708811703,0.00204827619093,-0.156118964541,0.00701166467614
1620396705145073292,2038,1620396705136150915,,0.356489983603,-0.0184148674345,0.106002176598,0.988025948321,0.00190293164456,-0.154072117562,0.00762060162324
1620396705189057004,2039,1620396705170139460,,0.360242948555,-0.0174151890955,0.105830607022,0.988340931275,0.00193046692042,-0.151996953588,0.00840176455717
1620396705233070809,2040,1620396705204244859,,0.364201029733,-0.0164818270978,0.105456417384,0.98862956355,0.00203752038473,-0.150049568082,0.0093674108092
1620396705277080273,2041,1620396705238679974,,0.368342784194,-0.0156886349916,0.105066173597,0.988962521827,0.00209853621768,-0.147776586783,0.0102953215829
1620396705277121486,2042,1620396705272148778,,0.373576124281,-0.0148486916508,0.104451987833,0.989372104802,0.00205902994974,-0.144930722609,0.0113521346666
1620396705321179106,2043,1620396705306065029,,0.379215356895,-0.0140402933216,0.103853661733,0.989899598295,0.00190714457738,-0.141212360127,0.0122230981056
1620396705340700521,2044,1620396705340084214,,0.385791632508,-0.0133416267128,0.103375630102,0.990536470242,0.00186677573105,-0.136593444082,0.0130932802583
1620396705380990395,2045,1620396705374117127,,0.393590613329,-0.0126996980834,0.103250440076,0.991285117934,0.00208649714518,-0.130941421707,0.0141064614226
1620396705425098074,2046,1620396705408139396,,0.402008388263,-0.0121456776376,0.103571888675,0.991970981196,0.00223448504219,-0.125537859586,0.0149670314047
1620396705469102642,2047,1620396705442062482,,0.410774661659,-0.0116800583163,0.104252357232,0.992542824749,0.00234787193598,-0.12080135281,0.0159827523255
1620396705513097779,2048,1620396705476088692,,0.419912607261,-0.0117290494018,0.105450266453,0.993083445101,0.00226231642261,-0.116128948697,0.0170119647067
1620396705513152475,2049,1620396705510070556,,0.429396265712,-0.0122254613215,0.107237755528,0.993640445971,0.00208386690871,-0.111083037351,0.0181677495509
1620396705557350560,2050,1620396705544076712,,0.439074111381,-0.0133462180453,0.109607253873,0.994219735713,0.00198939392165,-0.105510700461,0.0196427646006
1620396705579036977,2051,1620396705578087643,,0.449064126611,-0.0153038719652,0.112744033143,0.994826021622,0.00196746926486,-0.0992221966515,0.0216207803689
1620396705625075620,2052,1620396705612088824,,0.459286128025,-0.0178143033868,0.116794402655,0.995456895694,0.00193135380426,-0.0921786572871,0.0236668652701
1620396705669008366,2053,1620396705646110788,,0.469293489881,-0.020310726949,0.121444487909,0.996052725002,0.0017062073559,-0.0851105701498,0.0250486608278
1620396705713137467,2054,1620396705680103578,,0.478396478145,-0.0228860700747,0.126311128381,0.996538575497,0.00130072131933,-0.0789785711018,0.0258214575827
1620396705757130824,2055,1620396705714082615,,0.486464650511,-0.0250267247621,0.131292518664,0.996943125813,0.000961774474318,-0.0738162717228,0.0254916380426
1620396705757182643,2056,1620396705748068262,,0.493082884136,-0.026676311198,0.136089948678,0.997260946917,0.000559699318779,-0.0698469734565,0.0242255544782
1620396705805140211,2057,1620396705782114945,,0.498507913515,-0.0281752650298,0.140862948153,0.997530146594,-5.52738335592e-06,-0.0664599365172,0.0226245474266
1620396705816858436,2058,1620396705816079917,,0.502591610821,-0.0294445512835,0.145630178803,0.997725736157,-0.000730835124088,-0.0640664167221,0.0208207165703
1620396705857170573,2059,1620396705850251879,,0.505835955785,-0.030488875281,0.151091096488,0.997901810689,-0.00167828748871,-0.0618841383018,0.0188334726101
1620396705901096901,2060,1620396705884067178,,0.508482306839,-0.0314233426466,0.157441044971,0.998066052386,-0.00269929401484,-0.0597330394072,0.0168528797418
1620396705949002151,2061,1620396705918089264,,0.510360584302,-0.0325030970526,0.164474304868,0.998189652853,-0.00390277481162,-0.0581215391113,0.0148073835113
1620396705993092772,2062,1620396705952065836,,0.511555314068,-0.0333754985135,0.17229208784,0.998269546247,-0.00504985449282,-0.057243586369,0.0122788600482
1620396705993110272,2063,1620396705986076178,,0.512086908556,-0.0341731912772,0.180825782369,0.998320414278,-0.00623272013949,-0.0567683389312,0.00948924889346
1620396706037115210,2064,1620396706020142453,,0.511732714542,-0.0345567997599,0.19007927897,0.998321138083,-0.00746637952357,-0.0570848583841,0.00597191834237
